text,bad,toxic,non-toxic
https://youtu.be/acqwg404yBA?list=LL,,,
That ain’t Tha medical  experts don’t have the answers …..a mask  2 procedure when more virus  keep mutating ….na like an airborne disease spreading but Supreme Court downplays ppl getting shots especially the private sector,,,
"Too many Covid cases in a hospital hurts others who need serious medical attention fast and can’t get it. I had a mild heart attack in November. It took me 36 hours to get admitted to my local hospital — time I spent in the ED on a gurney. Eventually, SNAFU dominated and I ended up needing/having bypass surgery and was readmitted within a month for a major staph infection. I can only wager how much influence all those unvaccinated had on the quality of my care and the outcome of my treatment. But, I don’t think the odds are bad that I got worse instead of better immediately in large part because of the overwhelm of the terminally selfish. Get the shot. The life you save may not be just your own.",,,
"That phrase isn’t about TOO MUCH coverage, TOO MUCH power… It was a FAILED operation that describes the inability to locate the correct area of attack, resulting in a humiliating loss…",,,
Crimes against humanity are happening on so many grounds. These people will be remembered like the fools who lied aboutIraq.,,,
LGB!,,,
Sure you did.  Now they all turn.,,,
Disgusting propaganda,,,
Would you consider the inoculations a success at this stage ?,,,
Blood is on the hands of SCOTUS.,,,
Big pharma owns MSM.,,,
Kamala is the greatest President in human history,,,
"&quot;It was a bridge too far&quot; He says in the country with the most deaths in the world and not an end in sight, yeah ok",,,
Sigh.  The mandate is not about the latest mutation of Covid 19...it is about the realization there may be many variations forthcoming and some of them may be deadlier than anything we have already faced....sooner or later everyone is going to have to get vaccinated and no doubt multiple times...I don&#39;t like it but tis the nature of the beast.,,,
Stop the obsession and fixation on the vaccine.,,,
"Just to clarify, it (VXN) does not work now, but let&#39;s keep it on the table in case it might work 7-9 months from now?",,,
"I feel sorry for him for his name... and by the way, MKULTRA never ended.",,,
"Fall? As in post this coming summer? Or could he have meant spring, this upcoming April? Either way, I don&#39;t believe the Dr.&#39;s comments are what the news reporter was fishing for. Personally I&#39;m tired of being muzzled like a wild dog even after being guilted into taking both my rabies and distemper shots.",,,
"The federal government should produce a verified vaccine badge which can voluntarily worn by Americans. Attach a real penalty with ginormous fines or long public service penalties for counterfeit badges.I for one would always seek the services of someone who demonstrated that they wanted to reduce the risk not only to themselves but to me as well - and since it would be a voluntary program it bypasses the HIPPA restrictions.I would really like the opportunity to put my money in businesses and workers who care about me and mine, and to stiff businesses and workers who really don&#39;t care about my fate.",,,
I&#39;m not going to be forced to vaccinate when they admit it doesn&#39;t really work and I haven&#39;t been sick in 3+ years. Haven&#39;t gotten covid as yet.,,,
"An expert with msnbc and the added person to spew the narrative? And the matter how this doctor left the positionin government, and monitized it. The fact the platform that presents this, and anything they say is not them actingas scribes for authors of the narrative.",,,
Cry more CNBC,,,
"Just stop lying, the chart behind him reads 75 percent with one dose and he lies and said 85 percent with one dose.  The Dems put politics into everything and the worst calling white people racist coming from white Biden.  The Dems think turning our country upside down is fair game.",,,
"Now you try to speak truth, unfortunately you have lost all credibility so I don’t believe a word you say!",,,
Anybody notice he&#39;s a Pfizer and Illumina board member AND former FDA commissioner ..if that isn&#39;t proof that our FDA is compromised by Big Pharm then what is?,,,
Anybody that supports Brandon whatsoever at this point is a trader to the US.,,,
Can&#39;t anyone see that the more we vaccinate the worse we fare? Countries with lower vaccination rates are doing much better than those on the opposite end.,,,
I&#39;ve had covid and I&#39;m 63 and I did well.....I also built up immunity and had another and still did well...the vaxx is not covering or preventing the covid.,,,
Vaccinated people are super spreaders,,,
"Us Americans see the supreme court as a smart institution and is definitely not. But then again neither is our society and the politicians we choose to represent us. I mean, how stupid can we be to ignore science in our current health crisis?",,,
Democrats =Power.  Bow-Wow No beagles were harmed in the construction of this comment. Only pandemic is the basement dweller&#39;s agenda.There America&#39;s pandemic. Democrats.,,,
I do not see anything wrong with Biden&#39;s mandate. Since when is it wrong to prevent deaths ?,,,
"Yes, the good doctor is saying, &quot;be upfront about the facts&quot; -- why did he say this multiple times?  Because the government has been purposefully misrepresenting the facts.  So yes, please, tell the truth and things will be better.",,,
I am allergic to all  vaccines  Do you have any drug to cure sins,,,
The host is clearly a journalistic hack simping for the powers that be.,,,
i thought this guy was an egyptian,,,
"2:05 Am I missing something here?The vaccine wasn&#39;t designed to outright stop anything. I don&#39;t know why people think that it will.Throughout the pandemic it has been explained that the COVID vaccine&#39;s design was to lessen the effects that required Hospitalizations, and/or dying from it. NOT fully stop transmission, nor deliver full 100% immunity.After as long as it&#39;s been since it started, you WILL get some form of it eventually, even if you don&#39;t happen to feel it&#39;s effects yourself. That&#39;s guaranteed. Just ask those that have been Vaccinated, and HAVE contracted COVID-19 (possibly multiple times), and haven&#39;t needed to go to a hospital once.So, I understand the reason for the mandates. They&#39;re trying to limit the spread to others, IE trying to save lives and keep the world turning.Anyone hear about whole factories shutting down because of it? In the US, a whole food category became scarce because of recalls and confusions from Supermarkets.",,,
"throwing your golden boy under the bus, there, doc?",,,
MAKE VACCINES LIABLE AGAIN!!!!!!,,,
ENOUGH ABOUT THE VACCINES!!! MORE ON SUPPRESSED EARLY TREATMENTS!!!!!,,,
"Thanks, Pfizer board member.",,,
"It doesn&#39;t reduce transmission at all, that&#39;s been proven....even the left sided DRs are saying the vax only helps reduce how bad you get covid and nothing to do with you getting it or sharing it.",,,
oy vey,,,
The koolaid doesn’t work unless we all drink it.,,,
They made kids have to have the vaccine to be safe with 90 percent success. Yet 16 caught it and they had to close school permanently till next year. So much for the success. Wait till they say these vaccines don&#39;t work take the new one. They got the true vaccine and true virus. These sheep just have to wake up and force it out of them.,,,
"Oh look, conspiracy trash: he&#39;s on the board of Pfizer but says vaccine mandates are a bad idea!                         There goes 50% of your entire worldview.",,,
I had oatmeal for breakfast.,,,
No mandates!!!!,,,
god forbid you upset the capital markets for public safety.,,,
"Look you MFers, you are a news organization! Attempt to be professionals and at least try to frame the debate correctly. This is not a vaccination mandate, it is a testing mandate. Outside of government jobs where the employees deal with the public (doctors, nurses, cops, firemen, etc.), no where has it been said that people will lose their jobs if they don&#39;t get vaccinated. It just means that you will be required to be tested regularly. I don&#39;t think expecting people to get vaccinated during a pandemic is too much to ask, but that isn&#39;t even what is being asked. The doctor says that his worry has been the politicization of the vaccine mandate. Wouldn&#39;t you think that framing it as a vaccine mandate in the first place, leads to stoke those unfounded political fires? Be professionals!",,,
"Once again, if the vaccine doesn’t STOP you from getting Covid, why get it?  The hospital ARE NOT full!!! Moreover,  some of the people in the hospital for Covid,  initially went to the hospital for other illnesses and were told while in the hospital they had Covid.  It can’t be too bad, if they didn’t even know they had it!",,,
Get ready for another lockdown,,,
They need a jab for the after effects of taco bell,,,
Let&#39;s go Brandon! God Bless President Trump! Jill is Alice Cooper.,,,
And shes not even a doctor.,,,
"Let’s face it, shutdowns and vaccines are just a quick fix. I think only those who are in dryer risk should be vaccinated.",,,
"Wanna know what&#39;s behind the uptick? The vaccines don&#39;t work, and everyone is sick of the lies and uncertainty being spread by the media and the CDC.",,,
"How? I&#39;ll tell you how, they never worked at all in the first place.  They&#39;re leaky vaccines that cause ADE, period.",,,
"imagine trying this hard to make believe theres actually a scary virus still floating and mutating 2 years later. lmao.. imagine being dumb enough to still believe that...It broke thru the covid vax cause both were lies.... oh no, new cases are on the rise.. magicccc",,,
This is why I don’t believe in aliens. What would they want with a dumba** species like us?,,,
"Just like magic, Delta vanished Scamicron took over.",,,
"The covid virus was intentionally made to bring this whole plan dimmick into being. It was manufactured intentionally for several reasons, population control, to make the pharmaceutical companies even more money, to help facilitate the destruction of the middle class in America which was the one factor which is stopping them from taking over America. It&#39;s part of the 16-year plan but the oh shall we say the owners of the Federal reserves all over the world, and they&#39;ve put it in overdrive due to the loss of 4 years during the Trump administration. They will not stop until they reduce the world&#39;s population by at least 70% and have control over everyone&#39;s daily lives.",,,
&quot;Ability to SIDESTEP VACCINES&quot; end of story,,,
This is misinformation.,,,
,,,
"Get your jab, wear your mask, and drink your Ovaltine. Arbitrary rules for an arbitrary time.",,,
&quot;vacca&quot; means &quot;cattle&quot; ... vaccination. figure it out.,,,
I hear tomorrow on 1-19 (911 backwards) they will be turning up the 5G. What was that zombie preparedness plan for??,,,
"its kinda like how the government taxes you to fix a problem, doesn&#39;t fix it, and then tries to convince you that if you just give them more money they will finally fix the problem.",,,
And what variant will replace omicron?,,,
Keep lying post. Keep it up. You treachery will not go unnoticed.,,,
Until the next variant shows up i give it about a month.,,,
you really think people are that stupid to believe your crap don&#39;t you?,,,
works like diabetes .,,,
Ah ha.... Riiiiiiiiiiight. Now that stupid fooking inoculations are not working you want to change the narrative. Geeeeet tha fook out of here.,,,
Stop with the BS. The vaccinated caused it,,,
Quickly we need boosters every week …pathetic,,,
I want to see a REAL study on those who have already had it   and then was exposed again  HOW did they fair?????,,,
Omicron is a gift  its more a vaccine than the mRNA,,,
DUH!!  Proving once again that YOUR immune system will  be the best defense IF you have already had it   Because your immune system has the DNA of the entire virus   The mRNA was ONLY for Covid 19,,,
"Vaccines!...Boosters!...More vaccines!...More Boosters!...More and more and more!This world has gone Covid crazy!Come on, crazy people, run out and get more boosters so the Covid boogyman does&#39;t get you!",,,
WELL I JUST GOT OVER OMICRON AFTER 3 WEEKS AND STILL WILL NOT GET THE JAB,,,
I should of bought stock in big Pharma....,,,
so basically the vaccines were a big lie that you were telling everyone and continue to promote even though its clearly not working. And i cant eat horse worm paste because youre the science. apparently,,,
"hahahaha! because its not a vaccine, itsa scam between big pharma and the politicians that get kick backs",,,
"So I hate being that guy, but the hospitalized person at 3:03 has more than just covid going on... not the best example to use if you&#39;re trying to convince the average person to get vaccinated...",,,
NO. BODY. CARES.,,,
"3:05 &quot;keep doing what we know works, and that is wearing a mask and having physical distancing&quot;  Ha ha ha ha ha ha",,,
A nation of Sheep will be ruled by wolves,,,
"Here&#39;s how it broke through: Political leaders the world over - Let&#39;s see, luxury cruise - covered, wife&#39;s designer handbag - covered, daughter&#39;s birthday party - aha! need to place more orders with Pfizer who will take care of that. Listen up, people, booster shots are required!!!",,,
It was released from the lab when Biden gave the &quot;okay&quot;.,,,
My parents have the vaccine yet got Covid for the 3rd time. So what tf is the point?,,,
Wearing a mask doesn&#39;t do a damn thing. Change my mind.,,,
You want to know what you should do. Do what you did during the Swine flu and Bird flu. They are all basically the same.,,,
"Wow the thing that actual scientists and not paid shills, said would happen in January 2020 happened. Imagine my shock.",,,
Who else just doesn&#39;t care ? Let us go on living.,,,
I never got a breakthrough case so called of measles or smallpox because the shots were vaccines. Nuff said.,,,
"The same way it escaped the lab in Wuhan, it is very sneaky and it can pick locks. Oh yeah and then theres the thing where the vaccine doesn&#39;t work.",,,
Still waiting for your magic Sleepy Joe,,,
"I put a spell on youBecause you&#39;re mineStop the things you dell)Watch outI ain&#39;t lyin&#39;, yeahI can&#39;t standNo runnin&#39; aroundI can&#39;t standI can&#39;t stand No put me down",,,
"Wow wait, the CDC said vaccines are effective against omicron. Who&#39;s lying here?",,,
so fake,,,
"And yet people still think segregation-by-jab is something we should not only do, but double down on. Madness.",,,
dislike count: over 9000,,,
it broke through because they don&#39;t work,,,
So these vaccines don’t work! Stop pushing mandates!,,,
"Unvaxxed here, why do I need the first 2 shots if it doesn&#39;t work against Omicron?",,,
Ivermectin works better and it’s cheaper,,,
Because the mRNA test has failed.  NONE of the variants were stopped by these mistakes.  Omnicron is the variant you want - get out and get it.  The BEST protection is natural immunity.,,,
"Thumbs down on the video, who ever agrees, below.",,,
So you&#39;re saying this transformer name of a &quot;variant&quot; gets researched into how it broke the vaccine...yet the original strain already did it...,,,
cap,,,
Can someone please timestamp where they follow-up on the title of the video? Pretty sure this is clickbait...,,,
"1 John 5:21 21 Little children, keep yourselves from idols. Amen. Matthew 6:21 21 For where your treasure is, there will your heart be also. Joshua 24:14-20 14 Now therefore fear the Lord, and serve him in sincerity and in truth: and put away the gods which your fathers served on the other side of the flood, and in Egypt; and serve ye the Lord. 15 And if it seem evil unto you to serve the Lord, choose you this day whom ye will serve; whether the gods which your fathers served that were on the other side of the flood, or the gods of the Amorites, in whose land ye dwell: but as for me and my house, we will serve the Lord. 16 And the people answered and said, God forbid that we should forsake the Lord, to serve other gods; 17 For the Lord our God, he it is that brought us up and our fathers out of the land of Egypt, from the house of bondage, and which did those great signs in our sight, and preserved us in all the way wherein we went, and among all the people through whom we passed: 18 And the Lord drove out from before us all the people, even the Amorites which dwelt in the land: therefore will we also serve the Lord; for he is our God. 19 And Joshua said unto the people, Ye cannot serve the Lord: for he is a holy God; he is a jealous God; he will not forgive your transgressions nor your sins. 20 If ye forsake the Lord, and serve strange gods, then he will turn and do you hurt, and consume you, after that he hath done you good.",,,
Delta broker through the vaccine too.,,,
"Psssst , the vax didn’t work with any of the variants morons",,,
"Designed in a lab, knowing that doctors and scientist worldwide will try to eradicate the viruses the chinese  created, the chinese covered all the bases of any one counter attacking any virus they created.",,,
"as someone who has omicron as of 1/18/22, honestly not that bad. still get vaccine and wear mask doe.",,,
"What a joke you all are, (I don’t believe anything you say).  You seem to make it up as you go along, talk about misinformation!",,,
It broke through because it was engineered to adapt and overcome.,,,
"A vaccine that works so well, the vaccinated worry about the unvaccinated. Makes ZERO sense. No logic at all behind it! Just a bunch of rubbish",,,
"These bozos act like this is the first infection to ever hit the world.  Let it go already.  Yes, people died and it&#39;s unfortunate, but this isn&#39;t the first time and certainly won&#39;t be the last.  The paranoia and isolation is why RSV popped up and made a bunch of healthy adults sick out of season.  It&#39;s asinine.",,,
The vaccines have been about as effective as the road blocks in Smokey and the Bandit,,,
GIAN OF FUNCTION if Fauci did not fund $$$ GAIN OF FUNCTION then the pandemic never would have happened.,,,
"Well the vaccine isnt really a vaccine, thats how it &quot;broke through&quot;. Nothing about this vaccine protects you against getting COVID, its just tries to tell your body how to react.",,,
The way she&#39;s dances around and uses works like &quot;Lock and Key&quot; and &quot;ongoing game&quot; its all a guessing game. they don&#39;t really know anything for sure!,,,
Sounds like your vaccine isn&#39;t a vaccine...,,,
Just buy the 3rd round of the vaccine then watch news about how good vaccines are and look forward to buying more vaccines.,,,
It is because the vaccine does not work against the different strains.,,,
Omicron is mutated and broke through..... Get your Vaccine folds.....This segment was sponsored by Pfizer,,,
How about first proving the damn thing exists in the first place.,,,
"At least there will be more vaccines to hit the market soon to combat this, &amp; encourage the formation of stronger variants. Novavax, the Army, &amp; Corbevax plan to release soon...Pfizer has omicron specific to be released soon...&amp; the original three (J&amp;J, Moderna, &amp; Pfizer 1.0) are still available too! WOW! Nothing like all those jabs aggravating the heck out of SARS viruses during a pandemic! What are all this rich vaccine makers going to do after they&#39;ve wiped the planet clean of their personal servants &amp; slaves?",,,
i too need a vaccine even tho i can still get sick and spread covid but hey i have the  mrna vaccine,,,
These media people are idiots. I believe nothing they say....,,,
Omicron is a cold. Get Omicron and move on with your life.,,,
"This broke through because these so-called &quot;vaccines&quot; are almost a complete failure. Apart from a rush through job, hysteria by the media and interested parties, suppression of effective alternatives and a sham &quot;approval&quot; process these drugs have shown to have short term effectiveness. Real vaccines administered in the past when young, some requiring only one booster was enough. The idea that you need a booster every 6 months ad nauseam is ridiculous. Yet here we have the media and other interested parties inventing any old reason to keep taking shots as if they were good old vaccines. Before Covid, how many people were getting vaccinated every 6 months for measles, mumps, etc.??",,,
How ignorance became the norm.,,,
Lol only people I’m seeing get sick is you fools who took those shots that don’t work lmao,,,
The letters from DELTA and OMICRON = MEDIA CONTROL,,,
*How the vaccine fails to stop breakthroughs.,,,
Humanity is no match for Covid 19. Let&#39;s hope it goes easy on us and becomes less lethal.,,,
Dislike.,,,
"ask any noble prize winner, the vaccines cause the variants , and the vaxxed are 7 times more likely to be hospitalized",,,
Does anyone really still believe this nonsense? I think it&#39;s time to shut down this narrative and fire up project moonbeam,,,
bruh,,,
Trump is a LIVING GOD..🕇 and King of America....he should be on Mount Rushmore as one of our GREATEST Presidents next to Lincoln...Trump is ALMIGHTY GOD in Human Form and has changed the WORLD...🕇 ...,,,
MORE ADAM BULL-SCHIFF FROM MORE ADAM BULL-SCHIFFERS.,,,
Thank you for explaining this I’ve been telling the doubters that this new vaccine was essentially a “plug and play” based on decades of prior research. It should NOT be feared just because it appeared to the uneducated as being created too quickly or haphazardly. Massive thanks to this wonderful woman!,,,
"Political leaders the world over - Let&#39;s see, luxury cruise - covered, wife&#39;s designer handbag - covered, daughter&#39;s birthday party - aha! need to place more orders with Pfizer who will take care of that. Listen up, people, booster shots are required!!!",,,
No one believes you liars anymore!,,,
Fake news,,,
She needs more visibility.,,,
"Moral of the story: get vaccinated and boosted.  Unless you have a documented medical condition that would be triggered by a vaccine, there is no excuse to not get vaccinated.",,,
where&#39;s the vaccine for the new variants? Apparently it only takes a weekend for Corbett,,,
Thank you for saving so many lives! An earth angel!,,,
"It is a natural way to control the over inflammation, it may sound weird but it is a cure. Stay at home during covid infection and follow this thing strictly for fifteen days. I make you sure that covid 19 will never be fatal to anyone , It is my life time experience of pneumonia and inflammation. I often faced pneumonia  severely, earlier if I would have had a little scratch on my body it did become a huge wound within some days and it did take months to get it  treated. I have suffered the hellish pain of pneumonia and inflammation through out my life. When antibiotics stopped working I followed this tip very strictly and it&#39;s been two years, I  won&#39;t face neither pneumonia nor inflammation, I have a very sensitive body and if I eat a tiny thing that is a little inflammatory, my body immediately acts upon  that, if I eat two or three pieces of bread I got a body ache, if I eat an orange I got sneezing immediately and if I eat a vegetable or a root , it takes me two to three days but my body tells me that it was inflammatory too, consumption of a garlic clove continuesly for three or four days makes me sick, if I eat an onion or some ginger contained foods continuesly for two or three days I got the same result. Having a so sensitive body I eat a lemon daily,   and it doesn&#39;t affect me any way. I can eat sour curd and, it does no harm to me, but I can not eat an apple or an orange . Pneumonia made my body too sensitive so have differentiated these inflammatory and anti-inflammatory foods  and, I have been working on this theory for a long time, it took me more than 20 years to sort out these foods . Apply the following diet plan strictly for some days during covid 19 infection and you have no fear of any type of pneumonia and inflammation. If this thing is followed strictly, I make you sure on it that covid 19 or it&#39;s variants will never be fatal  for anyone, the doctors will never recommend you this thing because they do not know. A human body takes 15 days to produce antibodies against any virus and it is a natural way to avoid the over inflammation. Non - inflammatory food list 1. All the meaty products [everything, like eggs,  pork, beef, mutton, chicken, fish etc.(eat them  grilled or boiled or you can use pure mustard oil or pure butter clarified to cook them )] . 2. Wheat ( and all the products that are made from pure wheat, not biscuits, cookies or breads because they contain vegetables oil). 3. Gram, cheakpea( chana or kabuli chana). Masoor dal. 5. Green leaves like spinach, lettuce, etc.  ( green leaves mustn&#39;t be sour, bitter or spicy ). 6. All the Dairy products (they must be made from pure animal milk like butter clarified,  curd, cheese, fresh milk ). 7. Pure Mustard oil, turmeric powder, red chili powder , white sugar, sea salt, coriander powder and leaves, butter clarified. 8. Lemon and curd ( lemon and curd are non - inflammatory things  but they act differently with different  foods, with the suggested foods they never be a cause for inflammation). If someone get affected with covid 19, he must avoid lemon for some days because he already would have eaten something that lemon acts as an inflammatory thing. But if the patient would have been  eating  the suggested diet very strictly for more than 18 days then he can add lemon  in his regular diet it will never be inflammatory then. The patient has to apply this diet plan very very strictly because consumption of a single fruit,dry fruit, vegetable or vegetable oil, onion, garlic, ginger and all non suggested cereals , lentils and a little thing besides the suggested diet may affect the whole result, so apply this thing strictly for fifteen days and see the result by yourself. Note- feed your infants with mother milk or pure animal milk,( formula  milk acts like a poison during the covid 19 infection because it contains vegetables oil.(if the patient follows this diet plan strictly his body acts over covid 19 like an animal body does, he may  get affected  but  never faces the worst, and he never be needed to be hospitalized ).(covid 19 is fetal for those patients whose body act overwhelmingly on covid 19, if  someone&#39;s body doesn&#39;t act overwhelmingly he never faces over inflammation  and it&#39;s nothing but a different sort of comman cold for him, if you follow this diet plan your body never act overwhelmingly on covid 19 believe me Our natural immune system is capable to neutralize this virus, but it needs time because a human body does take 15 days to produce antibodies against any virus, and it is not covid 19 that kills the patient directly but it is a cause for death. The thing that kills the patient, it is over      inflammation, because it destroyes our respiratory system and in lack of oxygen our whole system get destroyed and the  situation becomes dreadful.,.,.,.,.,.,",,,
"&quot;Dr. Kizzy Corbett On Omicron (says) ‘A Boosted, Vaccinated Person’ Will Fight This Virus Away&quot; so let&#39;s &quot;Convince It Forward&quot;",,,
Yeah they about to roll out another vaxx they wanna try on black folks first...... Yo Yo Yo &quot;&#39;Vax that thing up YALL&quot;&#39;&#39; Dude named Scott dra dra drop like it&#39;s HOT.........   No Tangibles No Vote Dems have done absolutely nothing of black folks,,,
What science? What genius? Go to a real channel like “Dr. PH” if you wish to know how your incredible body was designed and what it is really capable of,,,
"no an enlightened being with fight this virus away. Never got to fight that which never comes near. Be a high energy frequency vibrational being and disease  won’t come close. Not only that demons, negative ppl, misinformation and the like would be repelled as they won’t be able to stand up to your brightness",,,
Funny how the conspiracy crowd and the Trump cultists rush to try to sell their insane propaganda: Are they this insecure? The same people who to this day deny the domestic terrorist attack against Congress... and call themselves &quot;patriots.&quot; Lame.,,,
UK data covering entire population shows that the V-group has been the majority of deaths and hospitalizations for 7 months. Not debatable. MSM lies are beyond obvious now.,,,
"Got my moderna booster last sunday, so thank you dr. Corbett!",,,
This is why Joe Rogan has 12x the viewers of legacy media. The propaganda is off the charts here,,,
Fakestream media at their best.,,,
LGBFJB. &quot;LET&#39;S GO BRANDON! I agree.&quot; JRB.  Who is responsible for the fast development of this vaccine?  Not Joe Biden.,,,
&quot;It doesn&#39;t have to make sense!&quot; -Delta Airlines,,,
Can this black be sued for all the deaths and injuries?,,,
Young people do not need boosters. Risk is already super low.,,,
This lady is a true pioneer.She should be up there with Doctor Salk.,,,
"Thank you Dr. Corbett for your clarity, competence and dedication.  Appreciate your sense and sensibility during this time!",,,
So stupid. They think most of us believe this crap.,,,
So grateful to Dr. Corbett and her team for developing the vaccine so fast. She&#39;s such a beautiful human being inside and out.,,,
Got Moderna three times,,,
NBCBiden,,,
"Dr. Corbett is a prodigious individual and her contribution (her team&#39;s too) for the development of a Covid vaccine must be fully acknowledged. Now, in terms of going out there trying to &quot;listen&quot; or to convince the +30% still unvaccinated Americans, she must be reminded that the opposition is not related to scientific questions: this unvaccinated crowd is mostly political, and sadly there is little chance that they would value or recognize the (educated) words of a black woman.",,,
Dr. Kizzy Corbett,,,
"My son is fully vaccinated and boosted.  His roommates are not.  They all got sick after New Year&#39;s Eve so he got tested even though he didn&#39;t have any symptoms.  He tested positive but has not gotten sick.  Says a lot about how effective this vaccine is, especially during the Omicron spread.  Thank you, Dr. Corbett, your team and science!  You have saved so many people!",,,
A non-boosted unvaccinated person will also fight this virus away.,,,
Dose 4 provides a 30% boost in protection after the 30% drop in effectiveness that occurred after the 80% drop following Delta. Understand?,,,
"Wait a minute... That lady&#39;s no doctor, she works at the DMV!  She was just on CNN claiming she cured cancer over the holidays.  Where are the fact checkers!?",,,
Wow that conversation with her and Joe Biden perfectly positioned in front of the camera didn&#39;t look staged at all.,,,
Why has she not been given the Nobel prize?   This was a life times work which was amazingly successful and ground breaking.,,,
The jab is a complete failure. Cute story though.,,,
FALSE! &quot;Israel study: 4th vaccine shows limited results with omicron&quot; - ABC News Jan. 17. MSNBC lies 24/7.,,,
LOL OK. Peddling the same lies they did with Delta.,,,
January 10 2020 China published the synquencing of the virus. Proves it came from China.,,,
Boosted people are getting and spreading this virus.,,,
"amazing Doctor, thank you",,,
c i e n c e,,,
It smells like astroturf but looks like a gaslight.,,,
"Avoid  ALL MZUNGU, HISPANIC &amp; ASIAN BUSINESS nowPractice your 2nd Amendment  Rights NOW Servicemen &amp; Women  We have died ENUFF for this BritishColony. NO  LONGER Do not vote for Democrat/Republican Party. VOTE  4 SPECIFIC AGENDAS 4 YOUR  TRIBE[Benjamin/Judah ]B1   SeattleJustice is UPON",,,
Thanks Dr. Corbett!,,,
Thank you for your efforts!,,,
We already know Omnicron is not life threatening and vaccinated people are still getting and spreading covid.,,,
Those &#39;vaping deaths&#39; were COVID. It was here already,,,
The protected need to be protected from the unprotected by forcing the unprotected to use the protection that didn’t protect the protected,,,
She should do an ama on reddit. Let the people pick your brain and try to help them,,,
Hhhh. J oo,,,
"Some people think being opposite/opposer makes  them intelligent. They are unwilling to do the work and hold animosity towards  those who do. You hold up a fact…they offer an alternative fact(based on the fibers pulled from the rear end) and tada just like that, they are more intelligent than you. This is the whole concept of the right winger, trump supporters and anti-vaxxers.",,,
Great work !,,,
The latest israeli study shows moderna is not as effective against omicron.Did she fib in the talk?,,,
NOPE! &quot;Israel study: 4th vaccine shows limited results with omicron&quot; - ABC News Jan. 17,,,
What a fantastic human being,,,
Infinite boosters for infinite sheep!,,,
Yes Thank You !,,,
"I love listening to intelligent experts like Dr, Corbett discussing this issue rationally instead of pathetic self aggrandizing politicians who think that no experience or knowledge about virology is all they need to arrogantly strut their stuff while furthering their political ambitions.",,,
"I have a question how come they say, these shots doesn&#39;t touch the new one...",,,
So many of these comments are so bizarre. If you don&#39;t want to take the vaccine - don&#39;t. Let&#39;s go DARWIN!,,,
Out the woodwork on MLK day.,,,
"In the clinical trials, more people in the treatment group died than in the control group ... just not of covid. Can you figure this out before it&#39;s too late, please? Thanks.",,,
Doctor...applies to both professor and scientist,,,
What a great lady. Much thanks  to her. Blessings  to you.,,,
"Thank you, Moderna, Pfizer and Science! Greetings from Germany! Get vaccinated!",,,
They go get a black face specifically to appeal to black folks to get the jab and be Dr. Fauci and Bill Gates lab rats.,,,
THANK YOU FOR SAVING US. And thank MSNBC for bringing on and ACTUAL scientist. They shouldn&#39;t shouldn&#39;t afraid of &quot;big words&quot; alienating their audience. Alot of the people that what are scientists too and average person is smarter than they think and will get smarter with exposure to real science. Not Facebook &quot;science.&quot;,,,
Now that&#39;s a fine intelligent lady.,,,
Ron Johnson is drunk on tRump coolaide.,,,
Create a vaccine that stops spread,,,
Remember when Kamala said she would not take Trumps vaccine? The hospitals are full of Covid patients because the democrats did not handle this properly. Anybody with a brain can see why so many people refused the vaccine.,,,
Pls make booster for omicron .... Doc,,,
In Israel they are already on there 4th and they have over 90% vaccination rate&#39;s and it&#39;s still spreading.,,,
Be a good sheep. Do what your told. The government knows whats best for people like you.  They will care for you better than you can care for yourself,,,
Vaccine created over a weekend…maybe thats why these vaccines are so leaky.,,,
This shows that the coronavirus vaccine wasn&#39;t &quot;immediate&quot; but the results of year&#39;s of study and work any only fine-tuned at the end,,,
"Because our medical scientists have been studying these types of viruses and other threats to human health, they were able to get an effective vaccine to us as quickly as happened. There is no reason for anyone to say it was developed too fast. It was developed quickly because our medical science is advanced enough to act quickly and we all need to appreciate that fact. Sad that there are still quacks in the field of medicine but those who are behind the science of medicine should be trusted.",,,
Dr. Kizzy is not bullshitting you.  Over a year ago I had a DM conversation with her via Twitter. She was very kind and generous with her time in speaking to me.  It was much appreciated.,,,
Congratulations on your hard work and the supportive team. Why only an associate professor and where is the Nobel prize for medicine?,,,
What a joke this network is. Ratings trash!,,,
and the sheep says thank you thank you tv doctor oh thank you,,,
"Ridiculously unscientific....an unvaccinated person will also fight this virus away. With the therapuetics now available, why the continued push to vaccinate and boost?",,,
She would be a fantastic spokesperson for the Biden administration to relay the message of how the vaccine is made and how it works. She might change some minds in the antivaxxer crowd. She&#39;s extremely well spoken and obviously a brilliant scientist. Thank you Dr. Corbett. I&#39;m Moderna vaxxed and grateful.,,,
"Junkie’s got a lot of pain boss pain and Ted Kennedy’s legacy of dope dealing shoe shine boyeeee’s , got a lot of the devil’s DNC flea circus dope, when you skin starts itch’n sugar sugar daddy switch’ n",,,
Couple sneezed and it&#39;s gone.  Time to put this media hype to rest,,,
"“ We’re eight months into this pandemic, and Donald Trump still doesn&#39;t have a plan to get this virus under control. I do.” Joe Biden. “ Look, there is no federal solution to Covid.” Joe Biden. The pathological liar and incompetent Joe Biden&#39;s Covid “ plan” was a farce, just bull sheet!",,,
Very Proud ️,,,
Hes a fool...,,,
"He&#39;s not unlucky, just plain stupid.",,,
This man is getting payed to push the vaccine!!!!!!!,,,
